Sucursal,Fechas,Year_Month,FCC_y_m,Count_Clientes_Contrato,Count_Contratos,Cumsum_Count_Clientes_Contrato,Cumsum_Count_Contratos,FR_y_m,Count_Clientes_Retirados,Count_Retirados,Cumsum_Count_Clientes_Retirados,Cumsum_Count_Retirados,FS_y_m,Count_Clientes_Siniestros,Count_Siniestros,Cumsum_Count_Clientes_Siniestros,Cumsum_Count_Siniestros,Cantidad_Contratos_Final,Cantidad_Clientes_Final,Pop_Clientes,Proporción Población x Contrato
TOLIMA,2017-11-01,2017-11,2017-11,1039.0,112.0,33090.0,3852.0,2017-11,5.0,4.0,275.0,211.0,2017-11,8.0,8.0,150.0,150.0,3491.0,32665.0,0.10687279963263432,9.276785714285714
TOLIMA,2017-12-01,2017-12,2017-12,535.0,60.0,33625.0,3912.0,2017-12,13.0,8.0,288.0,219.0,2017-12,9.0,9.0,159.0,159.0,3534.0,33178.0,0.1065163662668033,8.916666666666666
TOLIMA,2018-01-01,2018-01,2018-01,1239.0,177.0,34864.0,4089.0,2018-01,10.0,6.0,298.0,225.0,2018-01,6.0,6.0,165.0,165.0,3699.0,34401.0,0.10752594401325542,7.0
TOLIMA,2018-02-01,2018-02,2018-02,1286.0,150.0,36150.0,4239.0,2018-02,11.0,9.0,309.0,234.0,2018-02,6.0,6.0,171.0,171.0,3834.0,35670.0,0.10748528174936922,8.573333333333334
TOLIMA,2018-03-01,2018-03,2018-03,1158.0,130.0,37308.0,4369.0,2018-03,19.0,10.0,328.0,244.0,2018-03,7.0,7.0,178.0,178.0,3947.0,36802.0,0.10724960599967392,8.907692307692308
TOLIMA,2018-04-01,2018-04,2018-04,961.0,101.0,38269.0,4470.0,2018-04,9.0,6.0,337.0,250.0,2018-04,9.0,9.0,187.0,187.0,4033.0,37745.0,0.10684858921711485,9.514851485148515
TOLIMA,2018-05-01,2018-05,2018-05,1276.0,147.0,39545.0,4617.0,2018-05,18.0,12.0,355.0,262.0,2018-05,11.0,11.0,198.0,198.0,4157.0,38992.0,0.10661161263848995,8.680272108843537
TOLIMA,2018-06-01,2018-06,2018-06,804.0,91.0,40349.0,4708.0,2018-06,10.0,7.0,365.0,269.0,2018-06,11.0,11.0,209.0,209.0,4230.0,39775.0,0.10634820867379007,8.835164835164836
TOLIMA,2018-07-01,2018-07,2018-07,1022.0,147.0,41371.0,4855.0,2018-07,9.0,6.0,374.0,275.0,2018-07,12.0,12.0,221.0,221.0,4359.0,40776.0,0.10690111830488523,6.9523809523809526
TOLIMA,2018-08-01,2018-08,2018-08,760.0,89.0,42131.0,4944.0,2018-08,6.0,4.0,380.0,279.0,2018-08,8.0,8.0,229.0,229.0,4436.0,41522.0,0.10683493088001542,8.539325842696629
TOLIMA,2018-09-01,2018-09,2018-09,905.0,115.0,43036.0,5059.0,2018-09,7.0,6.0,387.0,285.0,2018-09,13.0,12.0,242.0,241.0,4533.0,42407.0,0.10689272997382508,7.869565217391305
TOLIMA,2018-10-01,2018-10,2018-10,825.0,102.0,43861.0,5161.0,2018-10,5.0,4.0,392.0,289.0,2018-10,10.0,10.0,252.0,251.0,4621.0,43217.0,0.10692551542217182,8.088235294117647
TOLIMA,2018-11-01,2018-11,2018-11,782.0,97.0,44643.0,5258.0,2018-11,4.0,4.0,396.0,293.0,2018-11,9.0,9.0,261.0,260.0,4705.0,43986.0,0.10696585277133633,8.061855670103093
TOLIMA,2018-12-01,2018-12,2018-12,700.0,98.0,45343.0,5356.0,2018-12,6.0,5.0,402.0,298.0,2018-12,8.0,8.0,269.0,268.0,4790.0,44672.0,0.10722600286532952,7.142857142857143
TOLIMA,2019-01-01,2019-01,2019-01,679.0,84.0,46022.0,5440.0,2019-01,12.0,10.0,414.0,308.0,2019-01,19.0,19.0,288.0,287.0,4845.0,45320.0,0.10690644307149162,8.083333333333334
TOLIMA,2019-02-01,2019-02,2019-02,783.0,99.0,46805.0,5539.0,2019-02,19.0,10.0,433.0,318.0,2019-02,10.0,10.0,298.0,297.0,4924.0,46074.0,0.10687155445587533,7.909090909090909
TOLIMA,2019-03-01,2019-03,2019-03,1084.0,150.0,47889.0,5689.0,2019-03,17.0,9.0,450.0,327.0,2019-03,7.0,7.0,305.0,304.0,5058.0,47134.0,0.10731107056477278,7.226666666666667
TOLIMA,2019-04-01,2019-04,2019-04,1632.0,214.0,49521.0,5903.0,2019-04,3.0,3.0,453.0,330.0,2019-04,18.0,18.0,323.0,322.0,5251.0,48745.0,0.107723869114781,7.626168224299065
TOLIMA,2019-05-01,2019-05,2019-05,984.0,123.0,50505.0,6026.0,2019-05,25.0,18.0,478.0,348.0,2019-05,8.0,8.0,331.0,330.0,5348.0,49696.0,0.10761429491307148,8.0
TOLIMA,2019-06-01,2019-06,2019-06,775.0,95.0,51280.0,6121.0,2019-06,25.0,12.0,503.0,360.0,2019-06,11.0,11.0,342.0,341.0,5420.0,50435.0,0.10746505402993953,8.157894736842104
TOLIMA,2019-07-01,2019-07,2019-07,2167.0,265.0,53447.0,6386.0,2019-07,7.0,6.0,510.0,366.0,2019-07,11.0,11.0,353.0,352.0,5668.0,52584.0,0.10778944165525635,8.177358490566037
TOLIMA,2019-08-01,2019-08,2019-08,1198.0,146.0,54645.0,6532.0,2019-08,1.0,1.0,511.0,367.0,2019-08,17.0,17.0,370.0,369.0,5796.0,53764.0,0.10780447883342013,8.205479452054794
TOLIMA,2019-09-01,2019-09,2019-09,1507.0,207.0,56152.0,6739.0,2019-09,5.0,4.0,516.0,371.0,2019-09,15.0,15.0,385.0,384.0,5984.0,55251.0,0.10830573202294981,7.280193236714976
TOLIMA,2019-10-01,2019-10,2019-10,1082.0,139.0,57234.0,6878.0,2019-10,3.0,3.0,519.0,374.0,2019-10,12.0,12.0,397.0,396.0,6108.0,56318.0,0.10845555595014028,7.784172661870503
TOLIMA,2019-11-01,2019-11,2019-11,953.0,112.0,58187.0,6990.0,2019-11,4.0,3.0,523.0,377.0,2019-11,18.0,18.0,415.0,414.0,6199.0,57249.0,0.10828136736012856,8.508928571428571
TOLIMA,2019-12-01,2019-12,2019-12,575.0,73.0,58762.0,7063.0,2019-12,2.0,2.0,525.0,379.0,2019-12,14.0,14.0,429.0,428.0,6256.0,57808.0,0.10822031552726266,7.876712328767123
TOLIMA,2020-01-01,2020-01,2020-01,1200.0,138.0,59962.0,7201.0,2020-01,8.0,5.0,533.0,384.0,2020-01,15.0,15.0,444.0,443.0,6374.0,58985.0,0.10806137153513605,8.695652173913043
TOLIMA,2020-02-01,2020-02,2020-02,783.0,88.0,60745.0,7289.0,2020-02,16.0,9.0,549.0,393.0,2020-02,19.0,19.0,463.0,462.0,6434.0,59733.0,0.10771265464651031,8.897727272727273
TOLIMA,2020-03-01,2020-03,2020-03,798.0,92.0,61543.0,7381.0,2020-03,8.0,4.0,557.0,397.0,2020-03,15.0,15.0,478.0,477.0,6507.0,60508.0,0.10753949890923514,8.673913043478262
TOLIMA,2020-04-01,2020-04,2020-04,762.0,93.0,62305.0,7474.0,,0.0,0.0,,,2020-04,15.0,15.0,493.0,492.0,,,,8.193548387096774
TOLIMA,2020-05-01,2020-05,2020-05,886.0,107.0,63191.0,7581.0,2020-05,4.0,3.0,561.0,400.0,2020-05,12.0,12.0,505.0,504.0,6677.0,62125.0,0.10747686116700202,8.280373831775702
TOLIMA,2020-06-01,2020-06,2020-06,719.0,93.0,63910.0,7674.0,2020-06,1.0,1.0,562.0,401.0,2020-06,13.0,13.0,518.0,517.0,6756.0,62830.0,0.10752825083558809,7.731182795698925
TOLIMA,2020-07-01,2020-07,2020-07,785.0,96.0,64695.0,7770.0,2020-07,4.0,3.0,566.0,404.0,2020-07,32.0,32.0,550.0,549.0,6817.0,63579.0,0.10722093773101181,8.177083333333334
TOLIMA,2020-08-01,2020-08,2020-08,635.0,76.0,65330.0,7846.0,2020-08,7.0,4.0,573.0,408.0,2020-08,35.0,33.0,585.0,582.0,6856.0,64172.0,0.10683787321573272,8.355263157894736
TOLIMA,2020-09-01,2020-09,2020-09,858.0,134.0,66188.0,7980.0,,0.0,0.0,,,2020-09,22.0,22.0,607.0,604.0,,,,6.402985074626866
TOLIMA,2020-10-01,2020-10,2020-10,680.0,93.0,66868.0,8073.0,2020-10,21.0,10.0,594.0,418.0,2020-10,33.0,33.0,640.0,637.0,7018.0,65634.0,0.10692628820428436,7.311827956989247
TOLIMA,2020-11-01,2020-11,2020-11,1067.0,189.0,67935.0,8262.0,2020-11,6.0,3.0,600.0,421.0,2020-11,27.0,27.0,667.0,664.0,7177.0,66668.0,0.10765284694306114,5.645502645502646
TOLIMA,2020-12-01,2020-12,2020-12,340.0,43.0,68275.0,8305.0,2020-12,4.0,2.0,604.0,423.0,2020-12,31.0,31.0,698.0,695.0,7187.0,66973.0,0.10731190181117764,7.906976744186046
TOLIMA,2021-01-01,2021-01,2021-01,837.0,154.0,69112.0,8459.0,2021-01,10.0,6.0,614.0,429.0,2021-01,34.0,34.0,732.0,729.0,7301.0,67766.0,0.10773839388483901,5.435064935064935
TOLIMA,2021-02-01,2021-02,2021-02,376.0,48.0,69488.0,8507.0,2021-02,16.0,8.0,630.0,437.0,2021-02,36.0,36.0,768.0,765.0,7305.0,68090.0,0.10728447642825673,7.833333333333333
TOLIMA,2021-03-01,2021-03,2021-03,311.0,47.0,69799.0,8554.0,2021-03,6.0,3.0,636.0,440.0,2021-03,20.0,20.0,788.0,785.0,7329.0,68375.0,0.10718829981718464,6.617021276595745
TOLIMA,2021-04-01,2021-04,2021-04,268.0,49.0,70067.0,8603.0,2021-04,5.0,2.0,641.0,442.0,2021-04,18.0,18.0,806.0,803.0,7358.0,68620.0,0.10722821334887787,5.469387755102041
TOLIMA,2021-05-01,2021-05,2021-05,205.0,25.0,70272.0,8628.0,2021-05,11.0,7.0,652.0,449.0,2021-05,30.0,30.0,836.0,833.0,7346.0,68784.0,0.10679809257966968,8.2
TOLIMA,2021-06-01,2021-06,2021-06,366.0,49.0,70638.0,8677.0,2021-06,2.0,2.0,654.0,451.0,2021-06,23.0,23.0,859.0,856.0,7370.0,69125.0,0.10661844484629295,7.469387755102041
TOLIMA,2021-07-01,2021-07,2021-07,1886.0,380.0,72524.0,9057.0,2021-07,10.0,5.0,664.0,456.0,2021-07,27.0,27.0,886.0,883.0,7718.0,70974.0,0.10874404711584523,4.963157894736842
TOLIMA,2021-08-01,2021-08,2021-08,429.0,56.0,72953.0,9113.0,2021-08,6.0,2.0,670.0,458.0,2021-08,26.0,26.0,912.0,909.0,7746.0,71371.0,0.10853147636995418,7.660714285714286
TOLIMA,2021-09-01,2021-09,2021-09,2227.0,448.0,75180.0,9561.0,2021-09,5.0,3.0,675.0,461.0,2021-09,21.0,21.0,933.0,930.0,8170.0,73572.0,0.11104768118305877,4.970982142857143
TOLIMA,2021-10-01,2021-10,2021-10,320.0,51.0,75500.0,9612.0,2021-10,5.0,3.0,680.0,464.0,2021-10,15.0,15.0,948.0,945.0,8203.0,73872.0,0.11104342646740308,6.2745098039215685
TOLIMA,2021-11-01,2021-11,2021-11,390.0,72.0,75890.0,9684.0,2021-11,9.0,5.0,689.0,469.0,2021-11,14.0,14.0,962.0,959.0,8256.0,74239.0,0.11120839450962432,5.416666666666667
TOLIMA,2021-12-01,2021-12,2021-12,300.0,49.0,76190.0,9733.0,2021-12,6.0,5.0,695.0,474.0,2021-12,15.0,15.0,977.0,974.0,8285.0,74518.0,0.11118119112160821,6.122448979591836
TOLIMA,2022-01-01,2022-01,2022-01,1537.0,295.0,77727.0,10028.0,2022-01,18.0,7.0,713.0,481.0,2022-01,15.0,15.0,992.0,989.0,8558.0,76022.0,0.1125726763305359,5.2101694915254235
TOLIMA,2022-02-01,2022-02,2022-02,447.0,72.0,78174.0,10100.0,2022-02,22.0,17.0,735.0,498.0,2022-02,15.0,15.0,1007.0,1004.0,8598.0,76432.0,0.11249214988486497,6.208333333333333
TOLIMA,2022-03-01,2022-03,2022-03,32.0,4.0,78206.0,10104.0,2022-03,21.0,18.0,756.0,516.0,2022-03,14.0,14.0,1021.0,1018.0,8570.0,76429.0,0.11213021235394942,8.0
BOGOTA D.C.,2015-01-01,2015-01,2015-01,2744.0,609.0,2744.0,609.0,,0.0,0.0,,,,0.0,0.0,,,,,,4.505747126436781
BOGOTA D.C.,2015-02-01,2015-02,2015-02,3652.0,833.0,6396.0,1442.0,2015-02,5.0,4.0,5.0,4.0,,0.0,0.0,,,,,,4.384153661464586
BOGOTA D.C.,2015-03-01,2015-03,2015-03,6586.0,2034.0,12982.0,3476.0,2015-03,10.0,2.0,15.0,6.0,,0.0,0.0,,,,,,3.2379547689282204
BOGOTA D.C.,2015-04-01,2015-04,2015-04,3357.0,1110.0,16339.0,4586.0,2015-04,17.0,7.0,32.0,13.0,2015-04,1.0,1.0,1.0,1.0,4572.0,16306.0,0.2803875873911444,3.0243243243243243
BOGOTA D.C.,2015-05-01,2015-05,2015-05,2344.0,570.0,18683.0,5156.0,2015-05,6.0,6.0,38.0,19.0,,0.0,0.0,,,,,,4.112280701754386
BOGOTA D.C.,2015-06-01,2015-06,2015-06,2917.0,1003.0,21600.0,6159.0,2015-06,7.0,7.0,45.0,26.0,,0.0,0.0,,,,,,2.9082751744765702
BOGOTA D.C.,2015-07-01,2015-07,2015-07,2812.0,803.0,24412.0,6962.0,2015-07,13.0,8.0,58.0,34.0,,0.0,0.0,,,,,,3.5018679950186797
BOGOTA D.C.,2015-08-01,2015-08,2015-08,3223.0,879.0,27635.0,7841.0,2015-08,7.0,7.0,65.0,41.0,2015-08,2.0,2.0,3.0,3.0,7797.0,27567.0,0.28283817608009576,3.6666666666666665
BOGOTA D.C.,2015-09-01,2015-09,2015-09,3512.0,876.0,31147.0,8717.0,2015-09,9.0,9.0,74.0,50.0,2015-09,3.0,3.0,6.0,6.0,8661.0,31067.0,0.2787845623973992,4.0091324200913245
BOGOTA D.C.,2015-10-01,2015-10,2015-10,4989.0,1196.0,36136.0,9913.0,2015-10,11.0,10.0,85.0,60.0,2015-10,4.0,4.0,10.0,10.0,9843.0,36041.0,0.2731056296995089,4.171404682274248
BOGOTA D.C.,2015-11-01,2015-11,2015-11,3018.0,630.0,39154.0,10543.0,2015-11,18.0,14.0,103.0,74.0,2015-11,3.0,3.0,13.0,13.0,10456.0,39038.0,0.26784159024540194,4.79047619047619
BOGOTA D.C.,2015-12-01,2015-12,2015-12,3022.0,880.0,42176.0,11423.0,2015-12,5.0,5.0,108.0,79.0,2015-12,2.0,2.0,15.0,15.0,11329.0,42053.0,0.2693981404418234,3.434090909090909
BOGOTA D.C.,2016-01-01,2016-01,2016-01,2279.0,607.0,44455.0,12030.0,2016-01,14.0,9.0,122.0,88.0,2016-01,4.0,4.0,19.0,19.0,11923.0,44314.0,0.2690571828316108,3.754530477759473
BOGOTA D.C.,2016-02-01,2016-02,2016-02,5178.0,1318.0,49633.0,13348.0,2016-02,16.0,11.0,138.0,99.0,2016-02,3.0,3.0,22.0,22.0,13227.0,49473.0,0.2673579528227518,3.928679817905918
BOGOTA D.C.,2016-03-01,2016-03,2016-03,3182.0,760.0,52815.0,14108.0,2016-03,12.0,12.0,150.0,111.0,2016-03,3.0,3.0,25.0,25.0,13972.0,52640.0,0.2654255319148936,4.186842105263158
BOGOTA D.C.,2016-04-01,2016-04,2016-04,3172.0,811.0,55987.0,14919.0,2016-04,12.0,12.0,162.0,123.0,2016-04,7.0,7.0,32.0,32.0,14764.0,55793.0,0.2646210098040973,3.9112207151664613
BOGOTA D.C.,2016-05-01,2016-05,2016-05,4497.0,1080.0,60484.0,15999.0,2016-05,30.0,19.0,192.0,142.0,2016-05,7.0,7.0,39.0,39.0,15818.0,60253.0,0.2625263472358223,4.163888888888889
BOGOTA D.C.,2016-06-01,2016-06,2016-06,3733.0,1569.0,64217.0,17568.0,2016-06,15.0,13.0,207.0,155.0,2016-06,4.0,4.0,43.0,43.0,17370.0,63967.0,0.27154626604342863,2.3792224346717656
BOGOTA D.C.,2016-07-01,2016-07,2016-07,2946.0,767.0,67163.0,18335.0,2016-07,14.0,14.0,221.0,169.0,2016-07,9.0,9.0,52.0,52.0,18114.0,66890.0,0.2708028105845418,3.8409387222946547
BOGOTA D.C.,2016-08-01,2016-08,2016-08,3653.0,846.0,70816.0,19181.0,2016-08,15.0,13.0,236.0,182.0,2016-08,7.0,7.0,59.0,59.0,18940.0,70521.0,0.2685724819557295,4.317966903073286
BOGOTA D.C.,2016-09-01,2016-09,2016-09,3230.0,969.0,74046.0,20150.0,2016-09,18.0,16.0,254.0,198.0,2016-09,9.0,9.0,68.0,68.0,19884.0,73724.0,0.2697086430470403,3.3333333333333335
BOGOTA D.C.,2016-10-01,2016-10,2016-10,3285.0,815.0,77331.0,20965.0,2016-10,14.0,14.0,268.0,212.0,2016-10,10.0,10.0,78.0,78.0,20675.0,76985.0,0.26855881015782296,4.030674846625767
BOGOTA D.C.,2016-11-01,2016-11,2016-11,3823.0,1571.0,81154.0,22536.0,2016-11,46.0,33.0,314.0,245.0,2016-11,6.0,6.0,84.0,84.0,22207.0,80756.0,0.274988855317252,2.4334818586887335
BOGOTA D.C.,2016-12-01,2016-12,2016-12,2645.0,1093.0,83799.0,23629.0,2016-12,21.0,16.0,335.0,261.0,2016-12,14.0,14.0,98.0,98.0,23270.0,83366.0,0.27913058081232156,2.4199451052150045
BOGOTA D.C.,2017-01-01,2017-01,2017-01,2510.0,926.0,86309.0,24555.0,2017-01,35.0,25.0,370.0,286.0,2017-01,14.0,13.0,112.0,111.0,24158.0,85827.0,0.2814731960804875,2.710583153347732
BOGOTA D.C.,2017-02-01,2017-02,2017-02,2834.0,888.0,89143.0,25443.0,2017-02,16.0,12.0,386.0,298.0,2017-02,17.0,16.0,129.0,127.0,25018.0,88628.0,0.28228099471950174,3.1914414414414414
BOGOTA D.C.,2017-03-01,2017-03,2017-03,3756.0,778.0,92899.0,26221.0,2017-03,8.0,6.0,394.0,304.0,2017-03,17.0,14.0,146.0,141.0,25776.0,92359.0,0.27908487532346604,4.827763496143959
BOGOTA D.C.,2017-04-01,2017-04,2017-04,3223.0,921.0,96122.0,27142.0,2017-04,10.0,7.0,404.0,311.0,2017-04,15.0,14.0,161.0,155.0,26676.0,95557.0,0.27916322195129606,3.499457111834962
BOGOTA D.C.,2017-05-01,2017-05,2017-05,2959.0,928.0,99081.0,28070.0,2017-05,20.0,16.0,424.0,327.0,2017-05,22.0,17.0,183.0,172.0,27571.0,98474.0,0.2799825334606089,3.1885775862068964
BOGOTA D.C.,2017-06-01,2017-06,2017-06,3177.0,742.0,102258.0,28812.0,2017-06,9.0,5.0,433.0,332.0,2017-06,11.0,10.0,194.0,182.0,28298.0,101631.0,0.27843866536785034,4.281671159029649
BOGOTA D.C.,2017-07-01,2017-07,2017-07,2983.0,946.0,105241.0,29758.0,2017-07,10.0,8.0,443.0,340.0,2017-07,14.0,14.0,208.0,196.0,29222.0,104590.0,0.2793957357299933,3.153276955602537
BOGOTA D.C.,2017-08-01,2017-08,2017-08,2927.0,720.0,108168.0,30478.0,2017-08,20.0,12.0,463.0,352.0,2017-08,18.0,18.0,226.0,214.0,29912.0,107479.0,0.2783055294522651,4.065277777777778
BOGOTA D.C.,2017-09-01,2017-09,2017-09,2452.0,883.0,110620.0,31361.0,2017-09,10.0,9.0,473.0,361.0,2017-09,11.0,11.0,237.0,225.0,30775.0,109910.0,0.28000181967063964,2.7768969422423555
BOGOTA D.C.,2017-10-01,2017-10,2017-10,3215.0,770.0,113835.0,32131.0,2017-10,16.0,12.0,489.0,373.0,2017-10,21.0,21.0,258.0,246.0,31512.0,113088.0,0.2786502546689304,4.175324675324675
BOGOTA D.C.,2017-11-01,2017-11,2017-11,2763.0,716.0,116598.0,32847.0,2017-11,18.0,10.0,507.0,383.0,2017-11,17.0,17.0,275.0,263.0,32201.0,115816.0,0.2780358499689162,3.8589385474860336
BOGOTA D.C.,2017-12-01,2017-12,2017-12,2432.0,659.0,119030.0,33506.0,2017-12,18.0,13.0,525.0,396.0,2017-12,10.0,10.0,285.0,273.0,32837.0,118220.0,0.2777618000338352,3.690440060698027
BOGOTA D.C.,2018-01-01,2018-01,2018-01,3389.0,941.0,122419.0,34447.0,2018-01,10.0,9.0,535.0,405.0,2018-01,16.0,16.0,301.0,289.0,33753.0,121583.0,0.27761282416127253,3.6014877789585547
BOGOTA D.C.,2018-02-01,2018-02,2018-02,3757.0,862.0,126176.0,35309.0,2018-02,12.0,8.0,547.0,413.0,2018-02,14.0,13.0,315.0,302.0,34594.0,125314.0,0.2760585409451458,4.3584686774942
BOGOTA D.C.,2018-03-01,2018-03,2018-03,3274.0,1019.0,129450.0,36328.0,2018-03,11.0,9.0,558.0,422.0,2018-03,14.0,14.0,329.0,316.0,35590.0,128563.0,0.27682925880696624,3.212953876349362
BOGOTA D.C.,2018-04-01,2018-04,2018-04,2430.0,569.0,131880.0,36897.0,2018-04,9.0,7.0,567.0,429.0,2018-04,20.0,20.0,349.0,336.0,36132.0,130964.0,0.2758926117100883,4.270650263620387
BOGOTA D.C.,2018-05-01,2018-05,2018-05,2778.0,550.0,134658.0,37447.0,2018-05,11.0,9.0,578.0,438.0,2018-05,15.0,15.0,364.0,351.0,36658.0,133716.0,0.2741481946812648,5.050909090909091
BOGOTA D.C.,2018-06-01,2018-06,2018-06,5043.0,1071.0,139701.0,38518.0,2018-06,9.0,8.0,587.0,446.0,2018-06,25.0,25.0,389.0,376.0,37696.0,138725.0,0.271731843575419,4.708683473389356
BOGOTA D.C.,2018-07-01,2018-07,2018-07,2971.0,1210.0,142672.0,39728.0,2018-07,18.0,10.0,605.0,456.0,2018-07,20.0,20.0,409.0,396.0,38876.0,141658.0,0.27443561253159016,2.4553719008264463
BOGOTA D.C.,2018-08-01,2018-08,2018-08,4135.0,1062.0,146807.0,40790.0,2018-08,45.0,24.0,650.0,480.0,2018-08,18.0,17.0,427.0,413.0,39897.0,145730.0,0.2737734165923283,3.8935969868173257
BOGOTA D.C.,2018-09-01,2018-09,2018-09,3345.0,970.0,150152.0,41760.0,2018-09,17.0,10.0,667.0,490.0,2018-09,22.0,14.0,449.0,427.0,40843.0,149036.0,0.2740478810488741,3.448453608247423
BOGOTA D.C.,2018-10-01,2018-10,2018-10,3482.0,1564.0,153634.0,43324.0,2018-10,18.0,10.0,685.0,500.0,2018-10,16.0,16.0,465.0,443.0,42381.0,152484.0,0.2779373573620839,2.2263427109974425
BOGOTA D.C.,2018-11-01,2018-11,2018-11,2224.0,463.0,155858.0,43787.0,2018-11,10.0,5.0,695.0,505.0,2018-11,8.0,8.0,473.0,451.0,42831.0,154690.0,0.27688279785377207,4.8034557235421165
BOGOTA D.C.,2018-12-01,2018-12,2018-12,1824.0,443.0,157682.0,44230.0,2018-12,16.0,10.0,711.0,515.0,2018-12,31.0,22.0,504.0,473.0,43242.0,156467.0,0.27636498430979056,4.1173814898419865
BOGOTA D.C.,2019-01-01,2019-01,2019-01,1583.0,423.0,159265.0,44653.0,2019-01,20.0,12.0,731.0,527.0,2019-01,15.0,14.0,519.0,487.0,43639.0,158015.0,0.2761699838622916,3.7423167848699763
BOGOTA D.C.,2019-02-01,2019-02,2019-02,3876.0,856.0,163141.0,45509.0,2019-02,8.0,6.0,739.0,533.0,2019-02,16.0,16.0,535.0,503.0,44473.0,161867.0,0.27475025792780494,4.52803738317757
BOGOTA D.C.,2019-03-01,2019-03,2019-03,5329.0,1285.0,168470.0,46794.0,2019-03,21.0,12.0,760.0,545.0,2019-03,22.0,21.0,557.0,524.0,45725.0,167153.0,0.27355177591787166,4.147081712062257
BOGOTA D.C.,2019-04-01,2019-04,2019-04,4303.0,1123.0,172773.0,47917.0,2019-04,9.0,7.0,769.0,552.0,2019-04,15.0,14.0,572.0,538.0,46827.0,171432.0,0.2731520369592608,3.831700801424755
BOGOTA D.C.,2019-05-01,2019-05,2019-05,2516.0,727.0,175289.0,48644.0,2019-05,13.0,11.0,782.0,563.0,2019-05,15.0,15.0,587.0,553.0,47528.0,173920.0,0.27327506899724013,3.4607977991746903
BOGOTA D.C.,2019-06-01,2019-06,2019-06,2460.0,583.0,177749.0,49227.0,2019-06,19.0,11.0,801.0,574.0,2019-06,24.0,24.0,611.0,577.0,48076.0,176337.0,0.2726370529157239,4.219554030874786
BOGOTA D.C.,2019-07-01,2019-07,2019-07,3533.0,664.0,181282.0,49891.0,2019-07,10.0,6.0,811.0,580.0,2019-07,22.0,21.0,633.0,598.0,48713.0,179838.0,0.27087156218374314,5.320783132530121
BOGOTA D.C.,2019-08-01,2019-08,2019-08,2726.0,502.0,184008.0,50393.0,2019-08,12.0,9.0,823.0,589.0,2019-08,30.0,30.0,663.0,628.0,49176.0,182522.0,0.26942505560973473,5.430278884462151
BOGOTA D.C.,2019-09-01,2019-09,2019-09,3427.0,638.0,187435.0,51031.0,2019-09,6.0,5.0,829.0,594.0,2019-09,18.0,18.0,681.0,646.0,49791.0,185925.0,0.26780153287615976,5.371473354231975
BOGOTA D.C.,2019-10-01,2019-10,2019-10,3410.0,695.0,190845.0,51726.0,2019-10,32.0,17.0,861.0,611.0,2019-10,17.0,17.0,698.0,663.0,50452.0,189286.0,0.2665384656023161,4.906474820143885
BOGOTA D.C.,2019-11-01,2019-11,2019-11,4445.0,1410.0,195290.0,53136.0,2019-11,11.0,8.0,872.0,619.0,2019-11,21.0,20.0,719.0,683.0,51834.0,193699.0,0.26760076200703153,3.152482269503546
BOGOTA D.C.,2019-12-01,2019-12,2019-12,3765.0,974.0,199055.0,54110.0,2019-12,12.0,11.0,884.0,630.0,2019-12,25.0,25.0,744.0,708.0,52772.0,197427.0,0.2672987990497754,3.8655030800821355
BOGOTA D.C.,2020-01-01,2020-01,2020-01,7575.0,1444.0,206630.0,55554.0,2020-01,7.0,6.0,891.0,636.0,2020-01,37.0,36.0,781.0,744.0,54174.0,204958.0,0.2643175675016345,5.24584487534626
BOGOTA D.C.,2020-02-01,2020-02,2020-02,4984.0,1131.0,211614.0,56685.0,2020-02,22.0,11.0,913.0,647.0,2020-02,18.0,18.0,799.0,762.0,55276.0,209902.0,0.2633419405246258,4.4067197170645445
BOGOTA D.C.,2020-03-01,2020-03,2020-03,4579.0,1489.0,216193.0,58174.0,2020-03,13.0,9.0,926.0,656.0,2020-03,40.0,39.0,839.0,801.0,56717.0,214428.0,0.2645037028746246,3.0752182672934856
BOGOTA D.C.,2020-04-01,2020-04,2020-04,6789.0,1843.0,222982.0,60017.0,2020-04,6.0,5.0,932.0,661.0,2020-04,29.0,29.0,868.0,830.0,58526.0,221182.0,0.2646056189020806,3.683667932718394
BOGOTA D.C.,2020-05-01,2020-05,2020-05,5897.0,1304.0,228879.0,61321.0,2020-05,14.0,7.0,946.0,668.0,2020-05,31.0,31.0,899.0,861.0,59792.0,227034.0,0.26336143485116764,4.522239263803681
BOGOTA D.C.,2020-06-01,2020-06,2020-06,3281.0,901.0,232160.0,62222.0,2020-06,12.0,4.0,958.0,672.0,2020-06,26.0,26.0,925.0,887.0,60663.0,230277.0,0.263434906655897,3.641509433962264
BOGOTA D.C.,2020-07-01,2020-07,2020-07,3536.0,903.0,235696.0,63125.0,2020-07,20.0,8.0,978.0,680.0,2020-07,58.0,57.0,983.0,944.0,61501.0,233735.0,0.2631227672364002,3.9158361018826136
BOGOTA D.C.,2020-08-01,2020-08,2020-08,2746.0,621.0,238442.0,63746.0,2020-08,5.0,4.0,983.0,684.0,2020-08,59.0,58.0,1042.0,1002.0,62060.0,236417.0,0.2625022735251695,4.421900161030596
BOGOTA D.C.,2020-09-01,2020-09,2020-09,3721.0,792.0,242163.0,64538.0,2020-09,16.0,11.0,999.0,695.0,2020-09,46.0,46.0,1088.0,1048.0,62795.0,240076.0,0.26156300504840135,4.6982323232323235
